CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
337082.0,20.0,Male,18.0,27.0,2.0,6.0,Basic,Annual,813.74,10.0,0.0
180409.0,53.0,Male,38.0,23.0,3.0,18.0,Premium,Annual,910.0,19.0,1.0
441448.0,47.0,Male,1.0,5.0,2.0,9.0,Standard,Quarterly,592.38,12.0,0.0
316287.0,38.0,Female,50.0,20.0,3.0,17.0,Basic,Annual,827.02,6.0,0.0
357856.0,21.0,Male,11.0,18.0,1.0,4.0,Standard,Annual,541.13,6.0,0.0
270095.0,42.0,Male,38.0,7.0,4.0,2.0,Standard,Quarterly,769.11,30.0,0.0
150057.0,65.0,Male,52.0,25.0,7.0,28.0,Premium,Monthly,121.0,11.0,1.0
10864.0,36.0,Female,25.0,24.0,8.0,1.0,Standard,Monthly,854.0,14.0,1.0
77989.0,41.0,Female,55.0,14.0,0.0,12.0,Premium,Monthly,164.0,21.0,1.0
334083.0,44.0,Male,14.0,11.0,4.0,10.0,Standard,Annual,814.76,21.0,0.0
209166.0,43.0,Female,11.0,4.0,10.0,1.0,Premium,Quarterly,594.45,24.0,1.0
351358.0,38.0,Female,23.0,28.0,2.0,1.0,Basic,Annual,580.08,1.0,0.0
43985.0,49.0,Male,23.0,13.0,8.0,20.0,Standard,Annual,922.0,19.0,1.0
16532.0,42.0,Female,13.0,17.0,8.0,24.0,Premium,Quarterly,667.0,16.0,1.0
65600.0,33.0,Female,5.0,9.0,7.0,12.0,Basic,Quarterly,924.0,5.0,1.0
169059.0,50.0,Male,57.0,25.0,9.0,9.0,Standard,Annual,627.0,30.0,1.0
298443.0,28.0,Female,45.0,30.0,1.0,6.0,Standard,Annual,541.57,1.0,0.0
291403.0,43.0,Female,31.0,20.0,4.0,4.0,Premium,Annual,959.7,7.0,0.0
364964.0,34.0,Male,28.0,6.0,3.0,0.0,Basic,Annual,985.76,16.0,0.0
117041.0,61.0,Female,27.0,20.0,7.0,22.0,Standard,Annual,147.0,14.0,1.0
327152.0,31.0,Male,47.0,11.0,2.0,9.0,Basic,Annual,673.28,9.0,0.0
406585.0,22.0,Male,44.0,3.0,2.0,3.0,Premium,Quarterly,725.83,6.0,0.0
437266.0,43.0,Female,15.0,24.0,0.0,2.0,Premium,Quarterly,739.62,4.0,0.0
239203.0,19.0,Female,13.0,5.0,3.0,27.0,Basic,Monthly,396.95,5.0,1.0
66469.0,55.0,Female,10.0,22.0,5.0,30.0,Basic,Quarterly,461.0,22.0,1.0
123707.0,33.0,Male,55.0,25.0,10.0,8.0,Standard,Annual,489.0,16.0,1.0
114596.0,30.0,Female,60.0,20.0,7.0,8.0,Premium,Monthly,798.0,1.0,1.0
194098.0,59.0,Female,38.0,19.0,3.0,10.0,Standard,Annual,198.0,10.0,1.0
255793.0,24.0,Male,41.0,7.0,6.0,20.0,Premium,Annual,100.19,6.0,1.0
200854.0,45.0,Female,8.0,13.0,0.0,1.0,Basic,Monthly,158.0,30.0,1.0
318306.0,37.0,Female,53.0,27.0,3.0,0.0,Premium,Quarterly,970.19,3.0,0.0
129765.0,51.0,Male,11.0,27.0,0.0,30.0,Premium,Annual,352.0,30.0,1.0
61062.0,36.0,Female,53.0,26.0,4.0,27.0,Premium,Monthly,764.0,27.0,1.0
150768.0,28.0,Female,49.0,24.0,10.0,2.0,Basic,Annual,171.0,18.0,1.0
403029.0,31.0,Female,8.0,16.0,1.0,8.0,Standard,Quarterly,783.51,13.0,0.0
97337.0,49.0,Female,47.0,1.0,8.0,19.0,Standard,Annual,529.0,28.0,1.0
268124.0,34.0,Female,11.0,20.0,0.0,10.0,Standard,Annual,653.41,15.0,0.0
264878.0,21.0,Male,45.0,21.0,1.0,2.0,Basic,Quarterly,608.09,7.0,0.0
8203.0,34.0,Male,45.0,24.0,4.0,16.0,Basic,Monthly,123.0,10.0,1.0
166225.0,34.0,Male,43.0,17.0,1.0,22.0,Basic,Quarterly,408.0,6.0,1.0
426931.0,45.0,Male,59.0,13.0,3.0,18.0,Premium,Quarterly,860.19,10.0,0.0
275302.0,48.0,Female,35.0,11.0,4.0,19.0,Standard,Annual,541.93,6.0,0.0
349030.0,37.0,Female,5.0,19.0,3.0,16.0,Standard,Quarterly,656.0,8.0,0.0
219011.0,54.0,Female,14.0,28.0,9.0,20.0,Premium,Annual,453.88,14.0,1.0
444392.0,40.0,Female,34.0,1.0,0.0,19.0,Premium,Quarterly,605.82,6.0,0.0
346609.0,31.0,Male,60.0,11.0,1.0,17.0,Basic,Annual,811.05,8.0,0.0
191411.0,38.0,Male,46.0,20.0,1.0,12.0,Standard,Annual,391.0,24.0,1.0
141158.0,20.0,Male,26.0,28.0,7.0,2.0,Premium,Monthly,595.0,22.0,1.0
326051.0,43.0,Male,31.0,27.0,1.0,13.0,Premium,Quarterly,757.27,26.0,0.0
14901.0,60.0,Female,24.0,26.0,5.0,22.0,Basic,Annual,945.0,3.0,1.0
393683.0,23.0,Male,24.0,16.0,1.0,17.0,Premium,Quarterly,513.91,22.0,0.0
339185.0,47.0,Male,33.0,21.0,0.0,13.0,Basic,Annual,730.75,10.0,0.0
329178.0,23.0,Male,41.0,9.0,1.0,3.0,Standard,Quarterly,855.2,17.0,0.0
249003.0,24.0,Male,17.0,3.0,6.0,19.0,Basic,Annual,828.7,10.0,1.0
128210.0,36.0,Male,6.0,6.0,7.0,6.0,Basic,Quarterly,639.0,2.0,1.0
294489.0,39.0,Male,29.0,4.0,3.0,11.0,Premium,Annual,814.63,24.0,0.0
278115.0,37.0,Male,33.0,17.0,2.0,6.0,Premium,Quarterly,709.47,5.0,0.0
332945.0,30.0,Female,26.0,7.0,3.0,13.0,Standard,Quarterly,804.18,13.0,0.0
387535.0,49.0,Female,55.0,20.0,3.0,11.0,Standard,Quarterly,808.78,14.0,0.0
185755.0,41.0,Female,18.0,26.0,3.0,17.0,Standard,Quarterly,956.0,11.0,0.0
429362.0,40.0,Female,40.0,3.0,1.0,18.0,Premium,Quarterly,864.02,2.0,0.0
288088.0,45.0,Male,42.0,22.0,0.0,5.0,Premium,Quarterly,580.17,4.0,0.0
173837.0,31.0,Female,51.0,24.0,4.0,27.0,Premium,Quarterly,479.0,26.0,1.0
356375.0,48.0,Male,8.0,17.0,3.0,14.0,Standard,Quarterly,956.82,4.0,0.0
445088.0,41.0,Male,45.0,25.0,1.0,14.0,Standard,Annual,532.23,1.0,0.0
345620.0,24.0,Male,25.0,3.0,2.0,3.0,Basic,Quarterly,793.02,5.0,0.0
311111.0,49.0,Male,11.0,14.0,0.0,17.0,Premium,Quarterly,600.01,14.0,0.0
234925.0,43.0,Female,3.0,22.0,8.0,1.0,Basic,Quarterly,515.91,3.0,1.0
298650.0,30.0,Male,24.0,26.0,3.0,13.0,Premium,Annual,512.12,9.0,0.0
1543.0,43.0,Male,32.0,2.0,7.0,10.0,Standard,Monthly,616.0,19.0,1.0
164018.0,44.0,Female,49.0,7.0,2.0,0.0,Standard,Monthly,927.0,8.0,1.0
11.0,39.0,Male,12.0,5.0,7.0,4.0,Standard,Quarterly,969.0,13.0,1.0
403834.0,43.0,Female,51.0,19.0,3.0,13.0,Premium,Quarterly,653.35,3.0,0.0
364627.0,21.0,Female,49.0,28.0,0.0,16.0,Premium,Annual,667.16,14.0,0.0
301549.0,37.0,Male,54.0,11.0,2.0,5.0,Standard,Annual,714.87,26.0,0.0
401237.0,21.0,Female,51.0,17.0,1.0,16.0,Premium,Annual,560.79,6.0,0.0
386183.0,35.0,Female,43.0,2.0,2.0,14.0,Premium,Quarterly,952.06,9.0,0.0
241508.0,23.0,Male,4.0,22.0,10.0,22.0,Basic,Monthly,683.43,8.0,1.0
139236.0,36.0,Male,58.0,27.0,6.0,26.0,Premium,Quarterly,191.0,22.0,1.0
228066.0,44.0,Male,13.0,26.0,5.0,20.0,Standard,Quarterly,422.72,6.0,1.0
280936.0,28.0,Male,52.0,3.0,0.0,18.0,Standard,Quarterly,764.53,15.0,0.0
383374.0,39.0,Male,53.0,7.0,1.0,12.0,Premium,Annual,518.79,24.0,0.0
403194.0,46.0,Male,19.0,29.0,0.0,0.0,Basic,Annual,821.06,8.0,0.0
428118.0,39.0,Female,31.0,7.0,3.0,10.0,Premium,Quarterly,732.74,6.0,0.0
443412.0,50.0,Female,36.0,8.0,2.0,8.0,Premium,Annual,645.55,14.0,0.0
47049.0,46.0,Male,44.0,26.0,5.0,30.0,Basic,Annual,497.0,9.0,1.0
331686.0,50.0,Male,35.0,27.0,2.0,17.0,Standard,Quarterly,841.11,10.0,0.0
214690.0,61.0,Female,54.0,3.0,5.0,27.0,Standard,Quarterly,353.92,27.0,1.0
187316.0,61.0,Female,44.0,5.0,3.0,0.0,Basic,Quarterly,952.0,13.0,1.0
283377.0,22.0,Male,39.0,7.0,0.0,2.0,Basic,Annual,834.0,19.0,0.0
50564.0,37.0,Female,37.0,20.0,0.0,26.0,Premium,Monthly,918.0,18.0,1.0
363760.0,50.0,Male,58.0,25.0,1.0,3.0,Standard,Annual,822.8,17.0,0.0
87771.0,49.0,Female,60.0,5.0,6.0,18.0,Standard,Annual,351.0,4.0,1.0
258392.0,41.0,Male,35.0,10.0,6.0,19.0,Basic,Quarterly,701.47,28.0,1.0
1390.0,61.0,Male,14.0,3.0,0.0,9.0,Basic,Quarterly,163.0,14.0,1.0
197900.0,51.0,Male,24.0,4.0,4.0,6.0,Basic,Annual,930.0,11.0,1.0
127318.0,28.0,Male,12.0,10.0,8.0,1.0,Basic,Quarterly,560.0,20.0,1.0
341180.0,49.0,Male,24.0,21.0,4.0,9.0,Standard,Quarterly,986.39,2.0,0.0
57743.0,48.0,Female,53.0,12.0,6.0,9.0,Standard,Monthly,366.0,8.0,1.0
163980.0,35.0,Female,10.0,13.0,8.0,15.0,Premium,Quarterly,856.0,25.0,1.0
393901.0,30.0,Male,14.0,25.0,0.0,2.0,Premium,Annual,920.95,1.0,0.0
67508.0,53.0,Male,25.0,23.0,2.0,9.0,Standard,Monthly,974.0,12.0,1.0
217793.0,33.0,Female,16.0,7.0,7.0,5.0,Premium,Annual,976.48,23.0,1.0
385624.0,49.0,Male,53.0,26.0,3.0,17.0,Standard,Annual,913.05,20.0,0.0
61395.0,33.0,Male,59.0,20.0,4.0,25.0,Premium,Annual,543.0,16.0,1.0
264583.0,42.0,Male,48.0,1.0,1.0,7.0,Basic,Quarterly,783.43,3.0,0.0
387984.0,23.0,Male,58.0,6.0,0.0,6.0,Standard,Quarterly,811.23,12.0,0.0
60594.0,31.0,Male,43.0,25.0,3.0,6.0,Premium,Annual,329.0,8.0,1.0
297149.0,45.0,Male,31.0,28.0,2.0,14.0,Standard,Annual,847.36,3.0,0.0
141535.0,21.0,Male,12.0,23.0,9.0,7.0,Premium,Monthly,730.0,8.0,1.0
140226.0,53.0,Male,35.0,15.0,4.0,7.0,Basic,Monthly,731.0,8.0,1.0
331665.0,50.0,Male,45.0,3.0,0.0,15.0,Premium,Quarterly,742.14,2.0,0.0
346235.0,38.0,Male,11.0,26.0,3.0,0.0,Basic,Quarterly,994.15,3.0,0.0
175351.0,23.0,Male,13.0,15.0,2.0,4.0,Standard,Quarterly,954.0,30.0,0.0
243405.0,60.0,Male,2.0,25.0,5.0,18.0,Basic,Monthly,710.97,28.0,1.0
208840.0,55.0,Female,60.0,17.0,6.0,23.0,Basic,Annual,205.86,9.0,1.0
2405.0,24.0,Male,6.0,28.0,1.0,24.0,Premium,Monthly,512.0,4.0,1.0
78052.0,32.0,Female,25.0,27.0,5.0,6.0,Standard,Quarterly,173.0,29.0,1.0
204021.0,25.0,Female,54.0,16.0,6.0,29.0,Standard,Quarterly,683.0,23.0,1.0
250951.0,65.0,Male,55.0,27.0,10.0,24.0,Premium,Quarterly,679.59,9.0,1.0
23345.0,20.0,Female,32.0,2.0,1.0,17.0,Standard,Quarterly,634.0,22.0,1.0
161928.0,24.0,Male,12.0,30.0,8.0,9.0,Standard,Monthly,961.0,17.0,1.0
39930.0,47.0,Female,40.0,20.0,4.0,12.0,Standard,Quarterly,438.0,1.0,1.0
150103.0,63.0,Male,30.0,18.0,5.0,11.0,Premium,Monthly,922.0,13.0,1.0
155508.0,31.0,Female,50.0,27.0,4.0,19.0,Basic,Annual,708.0,5.0,1.0
196479.0,39.0,Female,43.0,17.0,2.0,30.0,Basic,Monthly,912.0,11.0,1.0
381613.0,40.0,Male,36.0,20.0,4.0,12.0,Standard,Quarterly,550.06,25.0,0.0
240520.0,19.0,Male,3.0,16.0,6.0,11.0,Premium,Monthly,727.83,2.0,1.0
270412.0,35.0,Female,36.0,15.0,0.0,0.0,Standard,Annual,526.58,12.0,0.0
73960.0,48.0,Male,14.0,9.0,7.0,14.0,Premium,Annual,744.0,5.0,1.0
423389.0,20.0,Male,31.0,1.0,1.0,16.0,Standard,Quarterly,797.33,27.0,0.0
201942.0,61.0,Female,20.0,15.0,3.0,13.0,Basic,Monthly,672.0,17.0,1.0
31929.0,31.0,Female,59.0,17.0,9.0,2.0,Standard,Quarterly,158.0,23.0,1.0
358774.0,39.0,Male,59.0,4.0,0.0,1.0,Standard,Annual,574.25,8.0,0.0
261999.0,31.0,Female,12.0,23.0,0.0,12.0,Premium,Quarterly,930.99,3.0,0.0
261199.0,47.0,Male,43.0,19.0,4.0,6.0,Standard,Quarterly,892.95,18.0,0.0
88719.0,62.0,Female,18.0,15.0,0.0,4.0,Basic,Annual,504.0,8.0,1.0
46514.0,63.0,Male,15.0,30.0,3.0,22.0,Basic,Monthly,869.0,27.0,1.0
50782.0,33.0,Female,18.0,25.0,4.0,14.0,Premium,Quarterly,277.0,19.0,1.0
431969.0,37.0,Female,18.0,15.0,0.0,7.0,Basic,Quarterly,600.4,1.0,0.0
151102.0,20.0,Male,38.0,6.0,10.0,0.0,Standard,Monthly,269.0,16.0,1.0
165529.0,59.0,Male,25.0,29.0,4.0,13.0,Standard,Annual,669.0,26.0,1.0
196157.0,32.0,Male,2.0,15.0,8.0,25.0,Standard,Quarterly,237.0,11.0,1.0
92304.0,30.0,Male,9.0,23.0,8.0,28.0,Standard,Monthly,191.0,15.0,1.0
186755.0,25.0,Female,44.0,10.0,8.0,30.0,Standard,Annual,948.0,12.0,1.0
12803.0,29.0,Male,22.0,4.0,8.0,9.0,Standard,Quarterly,987.0,3.0,1.0
143286.0,63.0,Male,21.0,2.0,1.0,30.0,Premium,Quarterly,978.0,23.0,1.0
335373.0,31.0,Male,45.0,22.0,1.0,14.0,Premium,Annual,659.82,8.0,0.0
42205.0,38.0,Male,9.0,25.0,3.0,22.0,Standard,Annual,913.0,11.0,1.0
252060.0,29.0,Female,26.0,27.0,5.0,27.0,Standard,Annual,852.6,25.0,1.0
96643.0,64.0,Male,40.0,7.0,3.0,17.0,Standard,Monthly,949.0,27.0,1.0
276502.0,29.0,Male,9.0,30.0,0.0,16.0,Premium,Quarterly,512.35,10.0,0.0
50874.0,20.0,Male,1.0,8.0,1.0,12.0,Standard,Quarterly,498.0,16.0,1.0
36257.0,60.0,Female,42.0,17.0,8.0,27.0,Standard,Quarterly,631.0,25.0,1.0
270154.0,41.0,Male,48.0,16.0,4.0,2.0,Premium,Quarterly,963.15,19.0,0.0
208198.0,49.0,Male,2.0,23.0,4.0,22.0,Premium,Monthly,547.59,28.0,1.0
351503.0,49.0,Male,26.0,6.0,0.0,18.0,Premium,Annual,779.75,7.0,0.0
308083.0,49.0,Female,42.0,28.0,0.0,2.0,Standard,Quarterly,895.43,7.0,0.0
262920.0,37.0,Male,37.0,27.0,3.0,14.0,Basic,Quarterly,956.19,29.0,0.0
296217.0,50.0,Male,3.0,6.0,5.0,20.0,Standard,Quarterly,918.21,26.0,0.0
293629.0,28.0,Female,17.0,18.0,1.0,9.0,Basic,Quarterly,593.16,4.0,0.0
6207.0,53.0,Female,56.0,29.0,1.0,16.0,Premium,Quarterly,785.0,10.0,1.0
300019.0,27.0,Male,28.0,18.0,0.0,6.0,Premium,Annual,813.77,3.0,0.0
374257.0,26.0,Female,40.0,16.0,2.0,7.0,Standard,Annual,936.45,2.0,0.0
252927.0,41.0,Female,31.0,15.0,9.0,23.0,Standard,Annual,560.88,18.0,1.0
444452.0,26.0,Male,44.0,25.0,1.0,2.0,Premium,Quarterly,535.24,2.0,0.0
97632.0,22.0,Male,1.0,16.0,7.0,23.0,Basic,Monthly,726.0,3.0,1.0
348837.0,36.0,Male,14.0,28.0,3.0,3.0,Premium,Quarterly,777.14,17.0,0.0
110791.0,20.0,Female,25.0,20.0,5.0,1.0,Premium,Monthly,828.0,14.0,1.0
181767.0,48.0,Female,49.0,27.0,8.0,28.0,Standard,Quarterly,101.0,12.0,1.0
156026.0,41.0,Female,27.0,15.0,0.0,24.0,Basic,Quarterly,874.0,23.0,1.0
148488.0,47.0,Female,26.0,19.0,8.0,8.0,Standard,Annual,905.0,13.0,1.0
132058.0,34.0,Female,28.0,18.0,0.0,30.0,Basic,Monthly,894.0,16.0,1.0
339583.0,47.0,Female,5.0,24.0,1.0,12.0,Standard,Annual,672.96,14.0,0.0
242397.0,42.0,Female,36.0,22.0,4.0,25.0,Premium,Annual,953.33,21.0,1.0
361905.0,50.0,Male,29.0,10.0,3.0,2.0,Premium,Quarterly,844.84,15.0,0.0
239524.0,56.0,Male,10.0,6.0,6.0,8.0,Standard,Quarterly,779.81,29.0,1.0
157620.0,23.0,Female,8.0,29.0,8.0,26.0,Basic,Monthly,493.0,18.0,1.0
418097.0,41.0,Female,26.0,12.0,1.0,13.0,Basic,Quarterly,883.86,12.0,0.0
325737.0,46.0,Male,5.0,27.0,1.0,8.0,Standard,Annual,544.03,28.0,0.0
44930.0,42.0,Female,20.0,15.0,10.0,19.0,Standard,Annual,996.0,16.0,1.0
402944.0,33.0,Male,34.0,26.0,1.0,19.0,Standard,Annual,537.68,28.0,0.0
299207.0,31.0,Female,38.0,7.0,3.0,1.0,Premium,Quarterly,907.74,3.0,0.0
194642.0,36.0,Male,60.0,27.0,10.0,3.0,Premium,Annual,543.0,19.0,1.0
40518.0,54.0,Female,51.0,6.0,2.0,21.0,Premium,Annual,574.0,18.0,1.0
398553.0,34.0,Male,23.0,18.0,3.0,3.0,Premium,Annual,702.17,17.0,0.0
103371.0,63.0,Female,4.0,6.0,10.0,14.0,Standard,Annual,316.0,21.0,1.0
192666.0,23.0,Male,8.0,14.0,2.0,14.0,Standard,Monthly,826.0,24.0,1.0
280675.0,27.0,Male,40.0,24.0,1.0,6.0,Standard,Annual,819.7,5.0,0.0
343670.0,24.0,Male,4.0,19.0,0.0,11.0,Standard,Annual,738.61,29.0,0.0
172791.0,43.0,Female,50.0,24.0,3.0,5.0,Standard,Quarterly,454.0,16.0,1.0
178800.0,52.0,Male,19.0,10.0,0.0,12.0,Standard,Monthly,555.0,7.0,1.0
123526.0,47.0,Male,57.0,20.0,8.0,24.0,Premium,Monthly,485.0,17.0,1.0
285598.0,30.0,Male,29.0,10.0,1.0,6.0,Standard,Quarterly,796.02,18.0,0.0
315096.0,43.0,Male,24.0,11.0,1.0,8.0,Premium,Quarterly,833.41,6.0,0.0
286494.0,26.0,Male,8.0,8.0,0.0,1.0,Basic,Annual,545.71,29.0,0.0
363368.0,24.0,Male,37.0,17.0,2.0,10.0,Basic,Quarterly,943.46,12.0,0.0
340718.0,41.0,Male,53.0,27.0,0.0,10.0,Standard,Annual,624.76,20.0,0.0
396629.0,42.0,Female,45.0,28.0,1.0,1.0,Basic,Quarterly,859.36,15.0,0.0
368554.0,45.0,Female,42.0,18.0,1.0,20.0,Standard,Quarterly,622.0,12.0,0.0
288506.0,44.0,Female,2.0,30.0,4.0,12.0,Standard,Quarterly,804.46,3.0,0.0
329617.0,47.0,Female,59.0,29.0,1.0,11.0,Basic,Quarterly,585.43,8.0,0.0
2498.0,51.0,Male,32.0,25.0,7.0,12.0,Basic,Quarterly,543.0,4.0,1.0
105296.0,61.0,Female,49.0,6.0,10.0,29.0,Standard,Monthly,699.0,3.0,1.0
176723.0,24.0,Male,8.0,21.0,7.0,26.0,Basic,Annual,725.0,22.0,1.0
41422.0,60.0,Female,9.0,1.0,0.0,11.0,Standard,Monthly,764.0,25.0,1.0
45257.0,40.0,Male,28.0,3.0,0.0,22.0,Premium,Quarterly,931.0,23.0,1.0
240282.0,60.0,Male,24.0,18.0,4.0,17.0,Premium,Annual,347.58,29.0,1.0
299020.0,50.0,Male,25.0,12.0,1.0,7.0,Basic,Annual,653.45,24.0,0.0
302479.0,19.0,Female,16.0,11.0,0.0,19.0,Basic,Annual,759.24,5.0,0.0
278778.0,43.0,Male,33.0,14.0,0.0,19.0,Standard,Annual,606.59,12.0,0.0
328145.0,34.0,Female,32.0,14.0,3.0,0.0,Basic,Annual,529.53,7.0,0.0
323134.0,45.0,Female,12.0,20.0,2.0,10.0,Basic,Quarterly,610.9,4.0,0.0
13020.0,59.0,Male,47.0,13.0,4.0,3.0,Premium,Monthly,975.0,26.0,1.0
434680.0,29.0,Male,51.0,3.0,1.0,5.0,Basic,Quarterly,852.3,14.0,0.0
47529.0,18.0,Female,25.0,27.0,9.0,22.0,Standard,Monthly,289.0,17.0,1.0
278187.0,21.0,Male,28.0,16.0,0.0,12.0,Premium,Quarterly,878.04,5.0,0.0
338199.0,48.0,Male,37.0,19.0,1.0,17.0,Basic,Annual,776.82,30.0,0.0
155942.0,56.0,Male,34.0,17.0,10.0,6.0,Basic,Monthly,882.0,9.0,1.0
346631.0,50.0,Female,56.0,1.0,4.0,18.0,Basic,Annual,738.46,3.0,0.0
105987.0,21.0,Female,41.0,21.0,3.0,21.0,Premium,Quarterly,445.0,24.0,1.0
356292.0,49.0,Female,37.0,22.0,1.0,3.0,Standard,Annual,655.02,4.0,0.0
284688.0,47.0,Male,37.0,28.0,2.0,0.0,Standard,Annual,916.28,18.0,0.0
429947.0,24.0,Male,32.0,27.0,0.0,19.0,Premium,Quarterly,548.53,9.0,0.0
381076.0,45.0,Male,13.0,29.0,1.0,2.0,Premium,Quarterly,704.33,21.0,0.0
351359.0,49.0,Male,60.0,22.0,1.0,15.0,Premium,Quarterly,730.56,23.0,0.0
66017.0,27.0,Male,39.0,30.0,2.0,21.0,Basic,Monthly,551.0,6.0,1.0
127160.0,23.0,Male,38.0,2.0,2.0,17.0,Basic,Annual,232.0,11.0,1.0
118742.0,29.0,Female,49.0,6.0,9.0,19.0,Premium,Annual,660.0,11.0,1.0
252756.0,44.0,Female,49.0,2.0,6.0,15.0,Basic,Monthly,495.06,3.0,1.0
239107.0,36.0,Male,7.0,21.0,4.0,21.0,Premium,Quarterly,821.97,19.0,1.0
106072.0,21.0,Female,29.0,11.0,5.0,6.0,Standard,Annual,299.0,30.0,1.0
446435.0,20.0,Female,16.0,30.0,2.0,13.0,Basic,Annual,783.62,7.0,0.0
251875.0,43.0,Male,10.0,22.0,2.0,26.0,Premium,Quarterly,472.63,18.0,1.0
171301.0,62.0,Male,58.0,15.0,7.0,16.0,Premium,Annual,791.0,1.0,1.0
227537.0,43.0,Male,15.0,25.0,8.0,2.0,Basic,Annual,177.6,23.0,1.0
29171.0,60.0,Female,40.0,16.0,1.0,22.0,Basic,Quarterly,696.0,6.0,1.0
127227.0,48.0,Female,48.0,23.0,10.0,14.0,Basic,Quarterly,244.0,25.0,1.0
228500.0,57.0,Female,5.0,3.0,1.0,11.0,Basic,Annual,945.43,21.0,1.0
327624.0,47.0,Male,48.0,15.0,4.0,8.0,Standard,Annual,562.11,3.0,0.0
131078.0,18.0,Female,52.0,15.0,2.0,6.0,Basic,Quarterly,460.0,16.0,1.0
127240.0,32.0,Male,54.0,22.0,10.0,3.0,Standard,Monthly,489.0,18.0,1.0
187689.0,44.0,Male,26.0,24.0,7.0,18.0,Standard,Annual,359.0,17.0,1.0
166634.0,27.0,Female,1.0,29.0,8.0,18.0,Standard,Annual,518.0,13.0,1.0
119178.0,25.0,Male,30.0,23.0,9.0,22.0,Premium,Quarterly,258.0,21.0,1.0
75535.0,53.0,Male,22.0,4.0,4.0,13.0,Basic,Quarterly,892.0,9.0,1.0
249782.0,42.0,Male,46.0,22.0,3.0,25.0,Basic,Monthly,149.73,6.0,1.0
359929.0,26.0,Female,5.0,6.0,0.0,9.0,Standard,Annual,993.16,13.0,0.0
68449.0,52.0,Female,2.0,16.0,0.0,20.0,Standard,Quarterly,339.0,13.0,1.0
404037.0,48.0,Male,11.0,30.0,1.0,14.0,Premium,Annual,669.56,17.0,0.0
326768.0,30.0,Male,33.0,8.0,3.0,17.0,Standard,Quarterly,813.25,27.0,0.0
358305.0,48.0,Female,57.0,4.0,4.0,20.0,Basic,Annual,585.83,13.0,0.0
334256.0,42.0,Male,14.0,20.0,4.0,4.0,Basic,Quarterly,534.83,20.0,0.0
437612.0,47.0,Male,60.0,28.0,1.0,17.0,Premium,Annual,578.39,15.0,0.0
431363.0,46.0,Female,44.0,1.0,1.0,12.0,Premium,Quarterly,672.4,15.0,0.0
201129.0,40.0,Female,16.0,18.0,9.0,27.0,Standard,Quarterly,448.0,25.0,1.0
408118.0,36.0,Female,25.0,14.0,2.0,19.0,Basic,Annual,930.83,1.0,0.0
435918.0,31.0,Female,5.0,14.0,3.0,8.0,Standard,Annual,747.67,12.0,0.0
428233.0,42.0,Female,6.0,9.0,4.0,6.0,Standard,Annual,912.92,11.0,0.0
353948.0,34.0,Female,42.0,10.0,0.0,3.0,Basic,Annual,902.33,11.0,0.0
65673.0,57.0,Male,34.0,18.0,4.0,29.0,Premium,Annual,705.0,25.0,1.0
372303.0,44.0,Male,39.0,11.0,1.0,8.0,Basic,Annual,953.62,24.0,0.0
322421.0,45.0,Male,52.0,3.0,2.0,14.0,Premium,Annual,833.51,12.0,0.0
84717.0,46.0,Female,16.0,8.0,0.0,19.0,Standard,Annual,661.0,18.0,1.0
64932.0,33.0,Female,2.0,1.0,5.0,3.0,Premium,Quarterly,788.0,19.0,1.0
304342.0,19.0,Male,41.0,14.0,0.0,3.0,Standard,Annual,988.63,16.0,0.0
369468.0,32.0,Male,3.0,9.0,1.0,9.0,Standard,Annual,746.97,28.0,0.0
87317.0,53.0,Female,21.0,27.0,2.0,17.0,Premium,Monthly,800.0,21.0,1.0
188512.0,58.0,Male,7.0,2.0,2.0,20.0,Standard,Quarterly,897.0,2.0,1.0
404456.0,37.0,Male,22.0,17.0,0.0,9.0,Basic,Annual,599.62,17.0,0.0
55051.0,20.0,Female,57.0,19.0,10.0,3.0,Basic,Annual,712.0,9.0,1.0
100099.0,34.0,Male,30.0,11.0,1.0,22.0,Standard,Quarterly,439.0,16.0,1.0
30104.0,58.0,Male,35.0,13.0,10.0,25.0,Basic,Quarterly,975.0,19.0,1.0
444474.0,26.0,Male,47.0,6.0,0.0,0.0,Premium,Quarterly,516.93,4.0,0.0
268614.0,49.0,Male,51.0,13.0,1.0,11.0,Premium,Annual,552.04,5.0,0.0
342980.0,42.0,Male,33.0,20.0,0.0,19.0,Basic,Annual,535.28,22.0,0.0
431836.0,30.0,Male,52.0,15.0,1.0,16.0,Premium,Annual,799.56,25.0,0.0
320727.0,19.0,Male,28.0,18.0,1.0,0.0,Premium,Annual,849.43,5.0,0.0
37860.0,42.0,Female,52.0,15.0,2.0,21.0,Basic,Quarterly,871.0,15.0,1.0
306518.0,50.0,Female,5.0,20.0,4.0,5.0,Standard,Quarterly,891.88,11.0,0.0
113840.0,41.0,Male,15.0,11.0,9.0,17.0,Standard,Quarterly,529.0,8.0,1.0
24777.0,25.0,Female,37.0,21.0,2.0,8.0,Basic,Annual,962.0,23.0,1.0
296779.0,35.0,Male,60.0,7.0,2.0,18.0,Standard,Quarterly,875.08,28.0,0.0
439563.0,40.0,Female,42.0,28.0,4.0,11.0,Standard,Annual,799.57,14.0,0.0
